label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.9061203319502075	0.9515
checkpoint-16	checkpoint-16	16	1.032258064516129	0.8760373443983402	0.9391666666666666
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.7868257261410788	0.924
checkpoint-32	checkpoint-32	32	2.064516129032258	0.30549792531120334	0.917
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.22510373443983403	0.8878333333333334
checkpoint-48	checkpoint-48	48	3.096774193548387	0.11670124481327801	0.8928333333333334
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.11721991701244813	0.9018333333333334
checkpoint-64	checkpoint-64	64	4.129032258064516	0.11721991701244813	0.917
checkpoint-72	checkpoint-72	72	4.645161290322581	0.1146265560165975	0.925
checkpoint-75	checkpoint-75	75	4.838709677419355	0.11618257261410789	0.9273333333333332
final	final	75	4.838709677419355	0.11618257261410789	0.9273333333333332
